sample,latency_ns,latency_cycles,poll_iterations
313,7320.0,366.00,1
314,7320.0,366.00,1
315,7320.0,366.00,1
316,7320.0,366.00,1
317,7320.0,366.00,1
318,7320.0,366.00,1
319,7320.0,366.00,1
320,7320.0,366.00,1
321,7320.0,366.00,1
322,7320.0,366.00,1
323,7320.0,366.00,1
324,7320.0,366.00,1
325,7320.0,366.00,1
326,7320.0,366.00,1
327,7320.0,366.00,1
328,7320.0,366.00,1
329,7320.0,366.00,1
330,7320.0,366.00,1
331,7320.0,366.00,1
332,7320.0,366.00,1
333,7320.0,366.00,1
334,7320.0,366.00,1
335,7320.0,366.00,1
336,7320.0,366.00,1
337,7320.0,366.00,1
338,7320.0,366.00,1
339,7320.0,366.00,1
340,7320.0,366.00,1
341,7320.0,366.00,1
342,7320.0,366.00,1
343,7320.0,366.00,1
344,7320.0,366.00,1
345,7320.0,366.00,1
346,7320.0,366.00,1
347,7320.0,366.00,1
348,7320.0,366.00,1
349,7320.0,366.00,1
350,7320.0,366.00,1
351,7320.0,366.00,1
352,7320.0,366.00,1
353,7320.0,366.00,1
354,7320.0,366.00,1
355,7320.0,366.00,1
356,7320.0,366.00,1
357,7320.0,366.00,1
358,7320.0,366.00,1
359,7320.0,366.00,1
360,7330.0,366.50,1
361,7320.0,366.00,1
362,7320.0,366.00,1
363,7320.0,366.00,1
364,7320.0,366.00,1
365,7320.0,366.00,1
366,7320.0,366.00,1
367,7320.0,366.00,1
368,7320.0,366.00,1
369,7320.0,366.00,1
370,7320.0,366.00,1
371,7320.0,366.00,1
372,7320.0,366.00,1
373,7320.0,366.00,1
374,7320.0,366.00,1
375,7320.0,366.00,1
376,7320.0,366.00,1
377,7320.0,366.00,1
378,7320.0,366.00,1
379,7320.0,366.00,1
380,7320.0,366.00,1
381,7320.0,366.00,1
382,7320.0,366.00,1
383,7320.0,366.00,1
384,7320.0,366.00,1
385,7320.0,366.00,1
386,7320.0,366.00,1
387,7320.0,366.00,1
388,7320.0,366.00,1
389,7320.0,366.00,1
