sample,latency_ns,latency_cycles,total_poll_iterations
138,37700.0,1885.00,3
139,37420.0,1871.00,3
140,37420.0,1871.00,3
141,37420.0,1871.00,3
142,37420.0,1871.00,3
143,37420.0,1871.00,3
144,37420.0,1871.00,3
145,37420.0,1871.00,3
146,37420.0,1871.00,3
147,37420.0,1871.00,3
148,37420.0,1871.00,3
149,37420.0,1871.00,3
150,37420.0,1871.00,3
151,37420.0,1871.00,3
152,37420.0,1871.00,3
153,37420.0,1871.00,3
154,37420.0,1871.00,3
155,37420.0,1871.00,3
156,37420.0,1871.00,3
157,37420.0,1871.00,3
158,37420.0,1871.00,3
159,37420.0,1871.00,3
160,37420.0,1871.00,3
161,37420.0,1871.00,3
162,37420.0,1871.00,3
163,37420.0,1871.00,3
164,37420.0,1871.00,3
165,37420.0,1871.00,3
166,37420.0,1871.00,3
167,37420.0,1871.00,3
168,37420.0,1871.00,3
169,37420.0,1871.00,3
170,37420.0,1871.00,3
171,37420.0,1871.00,3
172,37420.0,1871.00,3
173,37420.0,1871.00,3
174,37420.0,1871.00,3
175,37420.0,1871.00,3
176,37420.0,1871.00,3
177,37420.0,1871.00,3
178,37420.0,1871.00,3
179,37420.0,1871.00,3
180,37420.0,1871.00,3
181,37420.0,1871.00,3
182,37420.0,1871.00,3
183,37420.0,1871.00,3
184,37420.0,1871.00,3
185,37420.0,1871.00,3
186,37420.0,1871.00,3
187,37420.0,1871.00,3
188,37420.0,1871.00,3
189,37420.0,1871.00,3
190,37420.0,1871.00,3
191,37420.0,1871.00,3
192,37420.0,1871.00,3
193,37420.0,1871.00,3
194,37420.0,1871.00,3
195,37420.0,1871.00,3
196,37420.0,1871.00,3
197,37420.0,1871.00,3
198,37420.0,1871.00,3
199,37420.0,1871.00,3
200,37420.0,1871.00,3
201,37420.0,1871.00,3
202,37420.0,1871.00,3
203,37420.0,1871.00,3
204,37420.0,1871.00,3
205,37420.0,1871.00,3
206,37420.0,1871.00,3
207,37420.0,1871.00,3
208,37420.0,1871.00,3
209,37420.0,1871.00,3
210,37420.0,1871.00,3
211,37420.0,1871.00,3
212,37420.0,1871.00,3
213,37420.0,1871.00,3
214,37420.0,1871.00,3
215,37420.0,1871.00,3
216,37420.0,1871.00,3
217,37420.0,1871.00,3
218,37420.0,1871.00,3
219,37420.0,1871.00,3
220,37420.0,1871.00,3
